timestamp,open,high,low,close,volume
2025-01-23 01:00:00,103307.51000000,103653.84000000,102588.15000000,102931.94000000,1272.26098000
2025-01-23 02:00:00,102931.94000000,102983.39000000,102100.00000000,102655.34000000,1943.13807000
2025-01-23 03:00:00,102655.34000000,103007.75000000,102197.34000000,102461.25000000,785.20592000
2025-01-23 04:00:00,102461.24000000,102493.15000000,101575.50000000,102075.22000000,1629.12288000
2025-01-23 05:00:00,102075.21000000,102639.36000000,102000.00000000,102532.52000000,890.29202000
2025-01-23 06:00:00,102532.52000000,102968.31000000,102209.23000000,102256.70000000,596.11322000
2025-01-23 07:00:00,102256.71000000,102803.20000000,102084.51000000,102710.27000000,806.65241000
2025-01-23 08:00:00,102710.28000000,102724.94000000,102060.00000000,102215.75000000,613.31177000
2025-01-23 09:00:00,102215.75000000,102467.73000000,101650.00000000,101672.01000000,896.38504000
2025-01-23 10:00:00,101672.00000000,102072.72000000,101262.28000000,101683.61000000,1022.21944000
2025-01-23 11:00:00,101683.61000000,102195.03000000,101683.60000000,101944.49000000,682.04550000
2025-01-23 12:00:00,101944.50000000,102135.05000000,101401.31000000,101635.58000000,878.62297000
2025-01-23 13:00:00,101635.59000000,102709.93000000,101281.62000000,102512.28000000,1288.57422000
2025-01-23 14:00:00,102512.28000000,106050.86000000,101989.81000000,105213.50000000,5857.46597000
2025-01-23 15:00:00,105213.60000000,105792.00000000,102643.49000000,105263.52000000,9216.36495000
2025-01-23 16:00:00,105263.52000000,106850.00000000,105028.00000000,105139.18000000,5160.86951000
2025-01-23 17:00:00,105139.18000000,106230.42000000,104211.00000000,105927.78000000,1979.38581000
2025-01-23 18:00:00,105927.78000000,106142.46000000,105100.00000000,105424.39000000,1193.91319000
2025-01-23 19:00:00,105424.39000000,105514.73000000,103399.98000000,103770.04000000,1841.09666000
2025-01-23 20:00:00,103770.05000000,106421.03000000,102559.20000000,103284.48000000,9302.16037000
2025-01-23 21:00:00,103284.01000000,103410.57000000,102195.70000000,103079.08000000,2569.80136000
2025-01-23 22:00:00,103079.08000000,104700.00000000,102981.07000000,103978.82000000,1845.24984000
2025-01-23 23:00:00,103978.82000000,104544.48000000,103776.06000000,103910.34000000,723.19154000
2025-01-24 00:00:00,103910.35000000,104157.98000000,103424.58000000,103446.62000000,794.72778000
2025-01-24 01:00:00,103446.62000000,103900.00000000,103039.87000000,103234.30000000,733.04731000
2025-01-24 02:00:00,103234.30000000,103545.39000000,102956.72000000,103016.01000000,790.61956000
2025-01-24 03:00:00,103016.00000000,104298.00000000,102750.00000000,103891.75000000,1466.83904000
2025-01-24 04:00:00,103891.75000000,104924.40000000,103804.77000000,104631.99000000,924.65561000
2025-01-24 05:00:00,104631.98000000,105262.13000000,104543.21000000,105222.15000000,885.69764000
2025-01-24 06:00:00,105222.15000000,105355.00000000,104628.00000000,104991.01000000,677.90826000
2025-01-24 07:00:00,104991.01000000,105181.82000000,104660.00000000,105046.80000000,654.23540000
2025-01-24 08:00:00,105046.79000000,105650.00000000,104922.41000000,105500.76000000,938.64874000
2025-01-24 09:00:00,105500.76000000,105759.00000000,105053.80000000,105146.67000000,853.12570000
2025-01-24 10:00:00,105146.67000000,105428.00000000,105051.46000000,105416.75000000,671.89744000
2025-01-24 11:00:00,105416.75000000,105527.69000000,105214.15000000,105420.10000000,516.72232000
2025-01-24 12:00:00,105420.11000000,105586.29000000,105183.65000000,105526.58000000,627.41495000
2025-01-24 13:00:00,105526.58000000,105793.61000000,104982.03000000,105118.07000000,752.61070000
2025-01-24 14:00:00,105118.06000000,106321.66000000,104669.17000000,105758.00000000,2210.34491000
2025-01-24 15:00:00,105758.00000000,105990.50000000,105259.49000000,105859.98000000,1331.94447000
2025-01-24 16:00:00,105859.99000000,106174.99000000,105589.00000000,105645.89000000,1432.51588000
2025-01-24 17:00:00,105645.88000000,106699.99000000,105612.00000000,106458.46000000,1372.53034000
2025-01-24 18:00:00,106458.47000000,107120.00000000,106056.95000000,106327.72000000,1755.13607000
2025-01-24 19:00:00,106327.31000000,106606.01000000,105687.00000000,105760.94000000,923.18803000
2025-01-24 20:00:00,105760.93000000,105781.00000000,104736.84000000,104859.11000000,1341.56971000
2025-01-24 21:00:00,104859.40000000,105391.47000000,104859.40000000,105124.61000000,748.98359000
2025-01-24 22:00:00,105124.61000000,105477.00000000,104706.08000000,104777.25000000,540.29145000
2025-01-24 23:00:00,104777.25000000,104925.20000000,104456.89000000,104870.50000000,664.58527000
2025-01-25 00:00:00,104870.51000000,104870.51000000,104361.89000000,104419.59000000,772.42555000
2025-01-25 01:00:00,104419.58000000,104815.01000000,104380.15000000,104738.00000000,449.96362000
2025-01-25 02:00:00,104738.01000000,104830.27000000,104473.67000000,104559.54000000,266.96726000
2025-01-25 03:00:00,104559.54000000,105280.82000000,104461.00000000,105202.40000000,540.50196000
2025-01-25 04:00:00,105202.40000000,105202.40000000,104620.00000000,104648.00000000,332.21617000
2025-01-25 05:00:00,104647.99000000,104701.18000000,104236.95000000,104365.97000000,368.22303000
2025-01-25 06:00:00,104365.96000000,104480.00000000,104216.81000000,104308.00000000,464.86744000
2025-01-25 07:00:00,104308.00000000,104523.25000000,104287.24000000,104385.98000000,241.89788000
2025-01-25 08:00:00,104385.99000000,104497.54000000,104135.71000000,104341.98000000,360.18470000
2025-01-25 09:00:00,104341.99000000,104450.48000000,104276.41000000,104366.63000000,262.45644000
2025-01-25 10:00:00,104366.62000000,104661.04000000,104106.09000000,104540.00000000,367.66841000
2025-01-25 11:00:00,104540.00000000,104700.01000000,104391.27000000,104670.99000000,264.28735000
2025-01-25 12:00:00,104670.99000000,104792.00000000,104456.00000000,104753.07000000,258.87101000
2025-01-25 13:00:00,104753.08000000,104868.00000000,104629.31000000,104717.04000000,395.63454000
2025-01-25 14:00:00,104717.05000000,104721.99000000,104473.16000000,104600.01000000,268.90837000
2025-01-25 15:00:00,104600.00000000,105111.11000000,104594.01000000,104897.79000000,540.70270000
2025-01-25 16:00:00,104897.79000000,104989.49000000,104591.67000000,104654.90000000,424.39657000
2025-01-25 17:00:00,104654.91000000,104934.39000000,104449.75000000,104899.71000000,546.35715000
2025-01-25 18:00:00,104899.72000000,105286.52000000,104843.25000000,104983.49000000,486.25249000
2025-01-25 19:00:00,104983.50000000,105187.50000000,104909.09000000,105055.16000000,374.57154000
2025-01-25 20:00:00,105055.16000000,105200.00000000,104965.70000000,104965.71000000,216.43100000
2025-01-25 21:00:00,104965.71000000,105123.50000000,104866.66000000,105102.84000000,391.43699000
2025-01-25 22:00:00,105102.84000000,105250.00000000,105004.53000000,105077.54000000,221.14763000
2025-01-25 23:00:00,105077.54000000,105134.90000000,104696.00000000,104746.85000000,251.95397000
2025-01-26 00:00:00,104746.86000000,104841.84000000,104515.44000000,104599.96000000,379.34566000
2025-01-26 01:00:00,104599.95000000,104772.00000000,104503.70000000,104621.37000000,307.90424000
2025-01-26 02:00:00,104621.37000000,104718.16000000,104520.03000000,104696.25000000,174.90631000
2025-01-26 03:00:00,104696.25000000,105273.24000000,104696.24000000,105062.42000000,453.45121000
2025-01-26 04:00:00,105062.41000000,105500.00000000,104978.82000000,105174.27000000,472.09784000
2025-01-26 05:00:00,105174.28000000,105200.00000000,105013.60000000,105094.12000000,304.64182000
2025-01-26 06:00:00,105094.13000000,105118.78000000,104959.20000000,104990.75000000,243.85071000
2025-01-26 07:00:00,104990.75000000,105100.00000000,104950.00000000,104998.35000000,208.35672000
2025-01-26 08:00:00,104998.36000000,105221.36000000,104863.31000000,105030.40000000,283.50224000
2025-01-26 09:00:00,105030.40000000,105030.41000000,104444.01000000,104630.03000000,621.23723000
2025-01-26 10:00:00,104630.02000000,104722.90000000,104500.00000000,104715.29000000,252.60356000
2025-01-26 11:00:00,104715.29000000,104847.69000000,104662.05000000,104818.69000000,183.22383000
2025-01-26 12:00:00,104818.68000000,104890.00000000,104703.58000000,104890.00000000,194.47816000
2025-01-26 13:00:00,104890.00000000,105126.11000000,104838.43000000,104961.73000000,523.63296000
2025-01-26 14:00:00,104961.74000000,105003.54000000,104804.00000000,104944.00000000,213.25317000
2025-01-26 15:00:00,104944.00000000,105093.22000000,104887.70000000,104967.01000000,205.59370000
2025-01-26 16:00:00,104967.02000000,105040.64000000,104896.00000000,104938.02000000,165.96771000
2025-01-26 17:00:00,104938.01000000,105050.00000000,104912.53000000,104945.11000000,182.38164000
2025-01-26 18:00:00,104945.12000000,105260.36000000,104906.89000000,105175.11000000,355.09947000
2025-01-26 19:00:00,105175.11000000,105240.00000000,105040.00000000,105081.63000000,162.98620000
2025-01-26 20:00:00,105081.64000000,105200.00000000,104918.52000000,104949.99000000,206.60846000
2025-01-26 21:00:00,104949.99000000,105006.00000000,104552.48000000,104557.19000000,392.99714000
2025-01-26 22:00:00,104557.19000000,104730.98000000,104300.01000000,104330.22000000,499.61588000
2025-01-26 23:00:00,104330.21000000,104330.21000000,102520.44000000,102620.00000000,2824.77652000
2025-01-27 00:00:00,102620.01000000,103260.00000000,101600.00000000,101728.00000000,2400.53641000
2025-01-27 01:00:00,101728.00000000,102085.04000000,101168.80000000,101308.29000000,2370.58762000
2025-01-27 02:00:00,101308.29000000,101688.00000000,100835.25000000,101000.00000000,2318.03151000
2025-01-27 03:00:00,100999.99000000,101858.19000000,100720.53000000,101395.64000000,1264.73165000
2025-01-27 04:00:00,101395.64000000,101399.99000000,100227.01000000,100410.04000000,2009.08815000
2025-01-27 05:00:00,100410.04000000,100732.00000000,99713.37000000,100374.08000000,2629.73313000
2025-01-27 06:00:00,100374.07000000,100491.99000000,98721.00000000,98956.32000000,3833.59486000
2025-01-27 07:00:00,98956.31000000,99415.92000000,97777.77000000,99048.02000000,4179.21805000
2025-01-27 08:00:00,99048.01000000,99367.73000000,98700.00000000,99043.77000000,1840.48751000
2025-01-27 09:00:00,99043.78000000,99533.33000000,98800.00000000,99424.38000000,1569.86580000
2025-01-27 10:00:00,99424.37000000,99454.76000000,98263.49000000,98392.74000000,1793.67761000
2025-01-27 11:00:00,98392.74000000,99362.03000000,98324.01000000,98761.13000000,1586.35827000
2025-01-27 12:00:00,98761.12000000,100910.27000000,98714.28000000,100619.68000000,2164.86447000
2025-01-27 13:00:00,100619.68000000,101666.66000000,100000.00000000,100483.99000000,3735.69795000
2025-01-27 14:00:00,100483.98000000,102317.94000000,100105.54000000,101920.89000000,3112.55474000
2025-01-27 15:00:00,101920.88000000,102118.49000000,100852.00000000,101112.03000000,2332.95744000
2025-01-27 16:00:00,101112.03000000,101250.56000000,99566.25000000,99744.00000000,2339.06542000
2025-01-27 17:00:00,99744.00000000,100050.02000000,99049.98000000,99150.01000000,1752.65969000
2025-01-27 18:00:00,99150.01000000,99753.89000000,98864.00000000,99180.00000000,1546.97033000
2025-01-27 19:00:00,99180.00000000,99952.00000000,99175.03000000,99700.02000000,1234.90229000
2025-01-27 20:00:00,99700.01000000,101750.40000000,99606.46000000,101386.50000000,1537.60168000
2025-01-27 21:00:00,101386.11000000,102405.00000000,100954.00000000,101349.67000000,1827.57602000
2025-01-27 22:00:00,101349.67000000,101961.09000000,101277.77000000,101637.18000000,548.21078000
2025-01-27 23:00:00,101637.18000000,102183.21000000,101637.18000000,102082.83000000,829.16272000
2025-01-28 00:00:00,102082.83000000,102892.00000000,101777.00000000,101856.01000000,1185.97000000
2025-01-28 01:00:00,101856.00000000,102000.00000000,101382.66000000,101382.67000000,818.89033000
2025-01-28 02:00:00,101382.66000000,102436.79000000,101334.55000000,102402.01000000,820.01441000
2025-01-28 03:00:00,102402.01000000,102880.00000000,102026.02000000,102636.32000000,845.36163000
2025-01-28 04:00:00,102636.32000000,103371.24000000,102600.00000000,102901.45000000,842.31078000
2025-01-28 05:00:00,102901.45000000,103339.61000000,102812.90000000,103014.59000000,600.32769000
2025-01-28 06:00:00,103014.60000000,103200.00000000,102599.20000000,102744.38000000,464.09702000
2025-01-28 07:00:00,102744.39000000,103343.65000000,102527.39000000,102789.72000000,747.72197000
2025-01-28 08:00:00,102789.72000000,103028.53000000,102607.34000000,102851.23000000,428.04639000
2025-01-28 09:00:00,102851.23000000,102965.28000000,102393.94000000,102955.99000000,668.40201000
2025-01-28 10:00:00,102955.99000000,103181.82000000,102600.79000000,102745.36000000,480.98824000
2025-01-28 11:00:00,102745.37000000,102943.07000000,102564.77000000,102762.01000000,474.16550000
2025-01-28 12:00:00,102762.02000000,102988.60000000,102476.63000000,102599.99000000,532.30825000
2025-01-28 13:00:00,102599.99000000,102938.71000000,102482.35000000,102597.36000000,415.81567000
2025-01-28 14:00:00,102597.37000000,102891.33000000,101815.26000000,102641.99000000,1942.83069000
2025-01-28 15:00:00,102642.00000000,103800.00000000,102504.00000000,102777.99000000,2215.49639000
2025-01-28 16:00:00,102777.99000000,102907.98000000,101906.24000000,102250.01000000,1546.13479000
2025-01-28 17:00:00,102250.01000000,103098.00000000,102220.07000000,102572.82000000,1402.30003000
2025-01-28 18:00:00,102572.82000000,103108.00000000,102160.00000000,102205.79000000,1038.92770000
2025-01-28 19:00:00,102205.78000000,102660.00000000,101820.15000000,102424.24000000,708.69151000
2025-01-28 20:00:00,102424.24000000,102538.00000000,101197.04000000,101264.48000000,965.13217000
2025-01-28 21:00:00,101264.02000000,101547.22000000,100272.68000000,100334.01000000,1374.70182000
2025-01-28 22:00:00,100334.00000000,101404.00000000,100274.96000000,101265.63000000,856.17912000
2025-01-28 23:00:00,101265.63000000,101450.00000000,100750.00000000,101335.52000000,647.24354000
2025-01-29 00:00:00,101335.52000000,101819.67000000,101328.01000000,101702.59000000,503.58708000
2025-01-29 01:00:00,101702.60000000,101993.68000000,101461.12000000,101845.02000000,465.55965000
2025-01-29 02:00:00,101845.02000000,102319.69000000,101696.01000000,101795.40000000,365.79734000
2025-01-29 03:00:00,101795.41000000,102162.80000000,101764.24000000,102038.20000000,361.43929000
2025-01-29 04:00:00,102038.21000000,102190.00000000,101955.51000000,102001.06000000,323.51148000
2025-01-29 05:00:00,102001.06000000,102384.61000000,101980.27000000,102262.00000000,414.72434000
2025-01-29 06:00:00,102262.00000000,102853.53000000,102237.05000000,102801.64000000,572.47612000
2025-01-29 07:00:00,102801.64000000,102815.66000000,102449.97000000,102755.82000000,453.49449000
2025-01-29 08:00:00,102755.81000000,103000.00000000,102680.00000000,102732.03000000,527.67437000
2025-01-29 09:00:00,102732.03000000,102770.00000000,102303.68000000,102334.40000000,636.15136000
2025-01-29 10:00:00,102334.41000000,102726.77000000,102180.65000000,102547.01000000,380.52460000
2025-01-29 11:00:00,102547.01000000,102809.52000000,102425.87000000,102646.00000000,665.36345000
2025-01-29 12:00:00,102646.00000000,102842.04000000,102220.13000000,102229.85000000,788.66391000
2025-01-29 13:00:00,102229.85000000,102330.81000000,101699.59000000,101836.23000000,1753.23136000
2025-01-29 14:00:00,101836.23000000,102380.00000000,101582.37000000,102029.93000000,1034.80608000
2025-01-29 15:00:00,102029.94000000,102531.64000000,101798.01000000,101980.78000000,805.96141000
2025-01-29 16:00:00,101980.78000000,102150.00000000,101675.62000000,102092.01000000,630.14712000
2025-01-29 17:00:00,102092.00000000,102777.78000000,101995.37000000,102406.98000000,812.35271000
2025-01-29 18:00:00,102406.97000000,103000.00000000,102008.00000000,102854.15000000,941.94334000
2025-01-29 19:00:00,102854.14000000,103999.00000000,101400.01000000,103583.99000000,4875.47463000
2025-01-29 20:00:00,103584.00000000,104782.68000000,102868.00000000,104193.93000000,2958.23804000
2025-01-29 21:00:00,104193.92000000,104393.93000000,103715.50000000,103741.11000000,1513.96665000
2025-01-29 22:00:00,103741.11000000,104010.94000000,103405.77000000,103492.06000000,715.81564000
2025-01-29 23:00:00,103492.07000000,104344.64000000,103460.00000000,103733.24000000,654.45356000
2025-01-30 00:00:00,103733.25000000,104123.36000000,103278.54000000,104026.04000000,797.51926000
2025-01-30 01:00:00,104026.05000000,104555.00000000,103925.00000000,104264.15000000,773.76345000
2025-01-30 02:00:00,104264.15000000,104668.35000000,103994.46000000,104663.19000000,823.76503000
2025-01-30 03:00:00,104663.19000000,105300.00000000,104493.16000000,105196.00000000,1481.85543000
2025-01-30 04:00:00,105196.00000000,105595.81000000,104842.37000000,105478.00000000,858.83312000
2025-01-30 05:00:00,105478.00000000,105520.00000000,104996.97000000,105375.70000000,805.90020000
2025-01-30 06:00:00,105375.70000000,105580.16000000,105163.44000000,105184.37000000,552.50647000
2025-01-30 07:00:00,105184.38000000,105348.00000000,104799.66000000,105132.07000000,577.84515000
2025-01-30 08:00:00,105132.07000000,105368.84000000,104925.26000000,105060.01000000,472.13816000
2025-01-30 09:00:00,105060.01000000,105534.00000000,105021.36000000,105412.05000000,501.17589000
2025-01-30 10:00:00,105412.05000000,105412.06000000,105117.63000000,105345.40000000,363.29061000
2025-01-30 11:00:00,105345.41000000,105392.00000000,105078.01000000,105300.63000000,353.61117000
2025-01-30 12:00:00,105300.63000000,105312.93000000,104836.85000000,105020.00000000,440.08456000
2025-01-30 13:00:00,105020.01000000,105367.57000000,104836.58000000,104879.99000000,806.07062000
2025-01-30 14:00:00,104879.99000000,106222.08000000,104660.00000000,105920.57000000,2212.13745000
2025-01-30 15:00:00,105920.57000000,106457.44000000,105353.85000000,105564.00000000,2128.51885000
2025-01-30 16:00:00,105563.99000000,106013.01000000,105455.30000000,105696.96000000,992.31396000
2025-01-30 17:00:00,105696.96000000,105698.27000000,104900.14000000,105300.01000000,858.48699000
2025-01-30 18:00:00,105300.01000000,105583.39000000,104762.59000000,105578.95000000,669.46961000
2025-01-30 19:00:00,105578.96000000,105776.87000000,105231.58000000,105711.27000000,622.48257000
2025-01-30 20:00:00,105711.28000000,105821.62000000,104815.82000000,104907.15000000,1118.42753000
2025-01-30 21:00:00,104907.10000000,105217.17000000,104805.15000000,105048.89000000,488.85335000
2025-01-30 22:00:00,105048.89000000,105351.29000000,104962.11000000,105094.56000000,279.52567000
2025-01-30 23:00:00,105094.57000000,105254.00000000,104693.82000000,104722.94000000,395.49962000
2025-01-31 00:00:00,104722.94000000,105029.72000000,104400.00000000,104898.49000000,652.01906000
2025-01-31 01:00:00,104898.48000000,104908.15000000,104420.97000000,104729.58000000,393.75062000
2025-01-31 02:00:00,104729.95000000,104851.99000000,104255.01000000,104341.72000000,583.78993000
2025-01-31 03:00:00,104341.73000000,104377.76000000,103930.09000000,104344.46000000,880.98826000
2025-01-31 04:00:00,104344.46000000,104547.24000000,103972.13000000,104007.58000000,395.05130000
2025-01-31 05:00:00,104007.59000000,104484.09000000,104007.59000000,104319.87000000,359.47579000
2025-01-31 06:00:00,104319.87000000,104745.10000000,104298.73000000,104511.02000000,327.85317000
2025-01-31 07:00:00,104511.03000000,104814.46000000,104002.01000000,104188.56000000,786.55841000
2025-01-31 08:00:00,104188.57000000,104321.98000000,104013.63000000,104028.78000000,441.99171000
2025-01-31 09:00:00,104028.79000000,104329.73000000,103936.54000000,104256.56000000,677.93360000
2025-01-31 10:00:00,104256.57000000,104431.49000000,104080.10000000,104284.10000000,298.57773000
2025-01-31 11:00:00,104284.10000000,104848.65000000,104284.10000000,104736.00000000,574.30716000
2025-01-31 12:00:00,104736.01000000,104918.30000000,104553.71000000,104704.68000000,613.48830000
2025-01-31 13:00:00,104704.69000000,105036.03000000,104551.09000000,104664.02000000,660.06760000
2025-01-31 14:00:00,104664.01000000,104860.00000000,104106.00000000,104442.79000000,1064.61592000
2025-01-31 15:00:00,104443.99000000,106012.00000000,104443.99000000,105464.01000000,2491.48040000
2025-01-31 16:00:00,105464.00000000,105574.40000000,104696.23000000,105081.87000000,1251.16680000
2025-01-31 17:00:00,105081.86000000,105081.87000000,104542.00000000,104580.87000000,700.49821000
2025-01-31 18:00:00,104580.87000000,104820.00000000,102605.00000000,102627.29000000,2458.07389000
2025-01-31 19:00:00,102627.29000000,103016.66000000,102122.00000000,102312.32000000,1967.10942000
2025-01-31 20:00:00,102312.31000000,102321.42000000,101603.23000000,101680.02000000,2009.54037000
2025-01-31 21:00:00,101680.02000000,102166.11000000,101560.00000000,102148.73000000,1047.57467000
2025-01-31 22:00:00,102148.72000000,102482.94000000,101918.46000000,102261.30000000,759.95722000
2025-01-31 23:00:00,102261.29000000,102439.31000000,101955.00000000,102429.56000000,587.31239000
2025-02-01 00:00:00,102429.56000000,102575.06000000,102213.07000000,102494.94000000,538.12176000
2025-02-01 01:00:00,102494.94000000,102780.27000000,102460.33000000,102566.00000000,501.43830000
2025-02-01 02:00:00,102566.00000000,102783.71000000,102400.00000000,102467.77000000,436.03518000
2025-02-01 03:00:00,102466.96000000,102518.42000000,102198.52000000,102249.19000000,334.74761000
2025-02-01 04:00:00,102249.19000000,102503.03000000,102118.56000000,102316.16000000,322.29531000
2025-02-01 05:00:00,102316.15000000,102588.57000000,102235.29000000,102500.00000000,254.68497000
2025-02-01 06:00:00,102500.00000000,102577.12000000,102184.46000000,102402.91000000,231.97083000
2025-02-01 07:00:00,102402.91000000,102494.69000000,102161.82000000,102166.49000000,243.26690000
2025-02-01 08:00:00,102166.49000000,102276.99000000,101836.43000000,102016.85000000,649.65017000
2025-02-01 09:00:00,102016.85000000,102016.85000000,101412.00000000,101675.99000000,638.00804000
2025-02-01 10:00:00,101675.99000000,101984.99000000,101626.82000000,101638.00000000,411.87457000
2025-02-01 11:00:00,101638.00000000,102055.98000000,101638.00000000,102028.81000000,329.61226000
2025-02-01 12:00:00,102028.82000000,102329.01000000,102009.12000000,102277.71000000,449.78635000
2025-02-01 13:00:00,102277.71000000,102284.46000000,101799.90000000,101869.02000000,447.84747000
2025-02-01 14:00:00,101869.04000000,102173.45000000,101812.00000000,101827.53000000,434.28009000
2025-02-01 15:00:00,101827.53000000,102185.94000000,101730.79000000,102073.89000000,372.76128000
2025-02-01 16:00:00,102073.89000000,102209.98000000,101863.77000000,101892.32000000,313.84671000
2025-02-01 17:00:00,101892.32000000,102297.99000000,101892.32000000,102262.49000000,320.90196000
2025-02-01 18:00:00,102262.50000000,102279.52000000,101965.24000000,102003.70000000,211.14828000
2025-02-01 19:00:00,102003.70000000,102023.63000000,101448.00000000,101669.60000000,626.68363000
2025-02-01 20:00:00,101669.60000000,101669.60000000,101000.00000000,101333.34000000,1283.14615000
2025-02-01 21:00:00,101333.34000000,101578.04000000,101001.00000000,101199.82000000,624.44892000
2025-02-01 22:00:00,101199.81000000,101428.00000000,100510.00000000,100666.91000000,1019.70869000
2025-02-01 23:00:00,100666.90000000,100871.45000000,100279.51000000,100635.65000000,1294.69204000
2025-02-02 00:00:00,100635.66000000,101288.51000000,100500.00000000,101243.86000000,625.08919000
2025-02-02 01:00:00,101243.86000000,101456.60000000,101165.10000000,101248.38000000,356.77551000
2025-02-02 02:00:00,101248.38000000,101271.32000000,100425.00000000,100452.16000000,711.44742000
